lucidrains_imagen-pytorch/17|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/17|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/18|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/18|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/18|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/18|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/19|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/19|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/19|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/19|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/2|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/2|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/2|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/2|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/20|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/20|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/20|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/20|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/21|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/21|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/21|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/21|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/22|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/22|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/22|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/22|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/23|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/23|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/23|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/23|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/24|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/24|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/24|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/24|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/25|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/25|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/25|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/25|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/26|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/26|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/26|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/26|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/27|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/27|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/27|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/27|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/28|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/28|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/28|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/28|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/29|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/29|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/29|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/29|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/3|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/3|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/3|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/3|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/30|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/30|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/30|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/30|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/31|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/31|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/31|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/31|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/32|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/32|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/32|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/32|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/33|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/33|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/33|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/33|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/34|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/34|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/34|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/34|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/35|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/35|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/35|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/35|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/36|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/36|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/36|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/36|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/37|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/37|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/37|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/37|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/38|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/38|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/38|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/38|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/39|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/39|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/39|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/39|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/4|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/4|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/4|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/4|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/40|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/40|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/40|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/40|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/41|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/41|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/41|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/41|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/42|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/42|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/42|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/42|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/43|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/43|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/43|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/43|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/44|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/44|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/44|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/44|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/45|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/45|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/45|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/45|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/46|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/46|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/46|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/46|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/47|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/47|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/47|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/47|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/48|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/48|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/48|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/48|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/49|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/49|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/49|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/49|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/5|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/5|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/5|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/5|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/6|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/6|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/6|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/6|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/7|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/7|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/7|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/7|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/8|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/8|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/8|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/8|code-chunk-fixed|H-hop|1.0
lucidrains_imagen-pytorch/9|code-chunk-ast|1-hop|1.0
lucidrains_imagen-pytorch/9|code-chunk-ast|H-hop|1.0
lucidrains_imagen-pytorch/9|code-chunk-fixed|1-hop|1.0
lucidrains_imagen-pytorch/9|code-chunk-fixed|H-hop|1.0
